Time [sec],Displacement [cm]
137.99,10.20922
138,9.94814
138.01,9.67387
138.02,9.38682
138.03,9.08734
138.04,8.77576
138.05,8.45243
138.06,8.11767
138.07,7.77184
138.08,7.41524
138.09,7.04815
138.1,6.67083
138.11,6.28352
138.12,5.88646
138.13,5.47988
138.14,5.06404
138.15,4.63915
138.16,4.20546
138.17,3.76323
138.18,3.31278
138.19,2.8545
138.2,2.38883
138.21,1.91619
138.22,1.43695
138.23,0.9515
138.24,0.46025
138.25,-0.03644
138.26,-0.53817
138.27,-1.04457
138.28,-1.55522
138.29,-2.06973
138.3,-2.58771
138.31,-3.10876
138.32,-3.63251
138.33,-4.15858
138.34,-4.6866
138.35,-5.21622
138.36,-5.74709
138.37,-6.27889
138.38,-6.81133
138.39,-7.34411
138.4,-7.87693
138.41,-8.40949
138.42,-8.94151
138.43,-9.47271
138.44,-10.00282
138.45,-10.53164
138.46,-11.05903
138.47,-11.58488
138.48,-12.1091
138.49,-12.63157
138.5,-13.15217
138.51,-13.6708
138.52,-14.18735
138.53,-14.70172
138.54,-15.21378
138.55,-15.72343
138.56,-16.23052
138.57,-16.73494
138.58,-17.23655
138.59,-17.73524
138.6,-18.23089
138.61,-18.72337
138.62,-19.21258
138.63,-19.69838
138.64,-20.18064
138.65,-20.65921
138.66,-21.13396
138.67,-21.60475
138.68,-22.07145
138.69,-22.53392
138.7,-22.99203
138.71,-23.44567
138.72,-23.8947
138.73,-24.33901
138.74,-24.77849
138.75,-25.21301
138.76,-25.64247
138.77,-26.06677
138.78,-26.48578
138.79,-26.89942
138.8,-27.30758
138.81,-27.71019
138.82,-28.10722
138.83,-28.49865
138.84,-28.88448
138.85,-29.26469
138.86,-29.63927
138.87,-30.00821
138.88,-30.3715
138.89,-30.72912
138.9,-31.08107
138.91,-31.42732
138.92,-31.76787
138.93,-32.1027
138.94,-32.43178
138.95,-32.75511
138.96,-33.07268
138.97,-33.38446
138.98,-33.69045
138.99,-33.99064
139,-34.285
139.01,-34.57352
139.02,-34.8562
139.03,-35.133
139.04,-35.40392
139.05,-35.66894
139.06,-35.92806
139.07,-36.18126
139.08,-36.42851
139.09,-36.66981
139.1,-36.9051
139.11,-37.13436
139.12,-37.35756
139.13,-37.57466
139.14,-37.78564
139.15,-37.99047
139.16,-38.18912
139.17,-38.38157
139.18,-38.56781
139.19,-38.74783
139.2,-38.92163
139.21,-39.0892
139.22,-39.25055
139.23,-39.40566
139.24,-39.55454
139.25,-39.69718
139.26,-39.83362
139.27,-39.96393
139.28,-40.0882
139.29,-40.20657
139.3,-40.31914
139.31,-40.42602
139.32,-40.52731
139.33,-40.62313
139.34,-40.71357
139.35,-40.79875
139.36,-40.87878
139.37,-40.95377
139.38,-41.02385
139.39,-41.08914
139.4,-41.14974
139.41,-41.20578
139.42,-41.25736
139.43,-41.3046
139.44,-41.34759
139.45,-41.38643
139.46,-41.42117
139.47,-41.45186
139.48,-41.47857
139.49,-41.50136
139.5,-41.52029
139.51,-41.53541
139.52,-41.54678
139.53,-41.55445
139.54,-41.55844
139.55,-41.55877
139.56,-41.55543
139.57,-41.54842
139.58,-41.53774
139.59,-41.5234
139.6,-41.5054
139.61,-41.48376
139.62,-41.45846
139.63,-41.42952
139.64,-41.39695
139.65,-41.36075
139.66,-41.32093
139.67,-41.2775
139.68,-41.23047
139.69,-41.17985
139.7,-41.12565
139.71,-41.06786
139.72,-41.00647
139.73,-40.94143
139.74,-40.87265
139.75,-40.80009
139.76,-40.7237
139.77,-40.64341
139.78,-40.55918
139.79,-40.47095
139.8,-40.37867
139.81,-40.28227
139.82,-40.18167
139.83,-40.07677
139.84,-39.9675
139.85,-39.85377
139.86,-39.73551
139.87,-39.61263
139.88,-39.48506
139.89,-39.35272
139.9,-39.21555
139.91,-39.07347
139.92,-38.92642
139.93,-38.77435
139.94,-38.61717
139.95,-38.45485
139.96,-38.28731
139.97,-38.1145
139.98,-37.93636
139.99,-37.75285
140,-37.5639
140.01,-37.36948
140.02,-37.16952
140.03,-36.96399
140.04,-36.75284
140.05,-36.53602
140.06,-36.31349
140.07,-36.08522
140.08,-35.85116
140.09,-35.61129
140.1,-35.36559
140.11,-35.11401
140.12,-34.85656
140.13,-34.59319
140.14,-34.32388
140.15,-34.04863
140.16,-33.76742
140.17,-33.48029
140.18,-33.18735
140.19,-32.88873
140.2,-32.58458
140.21,-32.27503
140.22,-31.96021
140.23,-31.64026
140.24,-31.31529
140.25,-30.98546
140.26,-30.6509
140.27,-30.31182
140.28,-29.96843
140.29,-29.62093
140.3,-29.26952
140.31,-28.91442
140.32,-28.55581
140.33,-28.19389
140.34,-27.82885
140.35,-27.46093
140.36,-27.09033
140.37,-26.71732
140.38,-26.34216
140.39,-25.96508
140.4,-25.58631
140.41,-25.20611
140.42,-24.8247
140.43,-24.44231
140.44,-24.05918
140.45,-23.67554
140.46,-23.29163
140.47,-22.9077
140.48,-22.52399
140.49,-22.14071
140.5,-21.7581
140.51,-21.37637
140.52,-20.99576
140.53,-20.61644
140.54,-20.23857
140.55,-19.86228
140.56,-19.48767
140.57,-19.11486
140.58,-18.74397
140.59,-18.37512
140.6,-18.00842
140.61,-17.64396
140.62,-17.28184
140.63,-16.92212
140.64,-16.56483
140.65,-16.20997
140.66,-15.85757
140.67,-15.50767
140.68,-15.16028
140.69,-14.81542
140.7,-14.47313
140.71,-14.13341
140.72,-13.79631
140.73,-13.46183
140.74,-13.13002
140.75,-12.80089
140.76,-12.47446
140.77,-12.15077
140.78,-11.82983
140.79,-11.51166
140.8,-11.19629
140.81,-10.88375
140.82,-10.57405
140.83,-10.26721
140.84,-9.96325
140.85,-9.66221
140.86,-9.36408
140.87,-9.06891
140.88,-8.77669
140.89,-8.48748
140.9,-8.20131
140.91,-7.91827
140.92,-7.63844
140.93,-7.36192
140.94,-7.08876
140.95,-6.81906
140.96,-6.55288
140.97,-6.2903
140.98,-6.03137
140.99,-5.77608
141,-5.52438
141.01,-5.27618
141.02,-5.03141
141.03,-4.79003
141.04,-4.55196
141.05,-4.31713
141.06,-4.08549
141.07,-3.85695
141.08,-3.63134
141.09,-3.40841
141.1,-3.18789
141.11,-2.96951
141.12,-2.75303
141.13,-2.53822
141.14,-2.32481
141.15,-2.11259
141.16,-1.90132
141.17,-1.69084
141.18,-1.48102
141.19,-1.27178
141.2,-1.06302
141.21,-0.85462
141.22,-0.6465
141.23,-0.43855
141.24,-0.23068
141.25,-0.02279
141.26,0.18521
141.27,0.3934
141.28,0.60189
141.29,0.81074
141.3,1.02006
141.31,1.22992
141.32,1.4404
141.33,1.65159
141.34,1.86355
141.35,2.07632
141.36,2.28991
141.37,2.50429
141.38,2.71944
141.39,2.93536
141.4,3.15204
141.41,3.36946
141.42,3.58761
141.43,3.80646
141.44,4.026
141.45,4.24619
141.46,4.46696
141.47,4.68828
141.48,4.9101
141.49,5.13236
141.5,5.35504
141.51,5.57808
141.52,5.80142
141.53,6.02498
141.54,6.24863
141.55,6.47222
141.56,6.69558
141.57,6.91857
141.58,7.14106
141.59,7.3629
141.6,7.58394
141.61,7.80405
141.62,8.02306
141.63,8.2408
141.64,8.45707
141.65,8.67167
141.66,8.88441
141.67,9.09511
141.68,9.30359
141.69,9.50966
141.7,9.71317
141.71,9.91396
141.72,10.11196
141.73,10.30708
141.74,10.49928
141.75,10.68849
141.76,10.87463
141.77,11.05765
141.78,11.23749
141.79,11.41408
141.8,11.58735
141.81,11.75724
141.82,11.92364
141.83,12.08646
141.84,12.24564
141.85,12.40107
141.86,12.55269
141.87,12.70041
141.88,12.84417
141.89,12.98394
141.9,13.11977
141.91,13.25177
141.92,13.38006
141.93,13.50472
141.94,13.62586
141.95,13.74357
141.96,13.85796
141.97,13.96911
141.98,14.07711
141.99,14.18207
142,14.28406
142.01,14.38316
142.02,14.47947
142.03,14.57307
142.04,14.66403
142.05,14.75245
142.06,14.83839
142.07,14.92194
142.08,15.00317
142.09,15.08215
142.1,15.15897
142.11,15.23368
142.12,15.30637
142.13,15.37709
142.14,15.44593
142.15,15.51293
142.16,15.57815
142.17,15.64157
142.18,15.70314
142.19,15.76281
142.2,15.8205
142.21,15.87619
142.22,15.92981
142.23,15.98132
142.24,16.03067
142.25,16.07782
142.26,16.12274
142.27,16.16542
142.28,16.20585
142.29,16.24402
142.3,16.27992
142.31,16.31354
142.32,16.34486
142.33,16.37388
142.34,16.40059
142.35,16.42498
142.36,16.44704
142.37,16.46677
142.38,16.48417
142.39,16.49922
142.4,16.51193
142.41,16.52228
142.42,16.53028
142.43,16.53592
142.44,16.53918
142.45,16.54006
142.46,16.53853
142.47,16.53458
142.48,16.52819
142.49,16.51935
142.5,16.50805
142.51,16.49426
142.52,16.478
142.53,16.45926
142.54,16.43811
142.55,16.4146
142.56,16.38877
142.57,16.36068
142.58,16.33037
142.59,16.29788
142.6,16.26327
142.61,16.22658
142.62,16.1879
142.63,16.1473
142.64,16.10489
142.65,16.06077
142.66,16.01502
142.67,15.96773
142.68,15.919
142.69,15.86892
142.7,15.81757
142.71,15.76502
142.72,15.71136
142.73,15.65664
142.74,15.60094
142.75,15.54433
142.76,15.48686
142.77,15.42861
142.78,15.36964
142.79,15.30999
142.8,15.24968
142.81,15.18868
142.82,15.1269
142.83,15.06431
142.84,15.00084
142.85,14.93644
142.86,14.87107
142.87,14.80466
142.88,14.73717
142.89,14.66855
142.9,14.59872
142.91,14.52764
142.92,14.45524
142.93,14.38146
142.94,14.30625
142.95,14.22954
142.96,14.15128
142.97,14.07142
142.98,13.98991
142.99,13.90672
143,13.82182
143.01,13.73519
143.02,13.64679
143.03,13.5566
143.04,13.46459
143.05,13.37074
143.06,13.27503
143.07,13.17744
143.08,13.07799
143.09,12.97669
143.1,12.87357
143.11,12.76864
143.12,12.66192
143.13,12.55343
143.14,12.44319
143.15,12.33121
143.16,12.21747
143.17,12.10191
143.18,11.98446
143.19,11.86503
143.2,11.74355
143.21,11.61993
143.22,11.49412
143.23,11.36603
143.24,11.2356
143.25,11.10282
143.26,10.96773
143.27,10.83041
143.28,10.69096
143.29,10.54946
143.3,10.40598
143.31,10.26061
143.32,10.11342
143.33,9.9645
143.34,9.81396
143.35,9.6619
143.36,9.50849
143.37,9.35389
143.38,9.19824
143.39,9.04168
143.4,8.88435
143.41,8.72639
143.42,8.56796
143.43,8.40918
143.44,8.2502
143.45,8.0912
143.46,7.93233
143.47,7.77374
143.48,7.61559
143.49,7.45801
143.5,7.30117
143.51,7.14521
143.52,6.99026
143.53,6.83649
143.54,6.68403
143.55,6.53304
143.56,6.38366
143.57,6.23604
143.58,6.09032
143.59,5.94662
143.6,5.80509
143.61,5.66585
143.62,5.529
143.63,5.39462
143.64,5.26278
143.65,5.13356
143.66,5.00703
143.67,4.88327
143.68,4.76235
143.69,4.64433
143.7,4.52927
143.71,4.41713
143.72,4.30787
143.73,4.2014
143.74,4.09764
143.75,3.99654
143.76,3.89803
143.77,3.80204
143.78,3.7085
143.79,3.61735
143.8,3.52847
143.81,3.44177
143.82,3.35709
143.83,3.27433
143.84,3.19336
143.85,3.11407
143.86,3.03635
143.87,2.96009
143.88,2.88518
143.89,2.81156
143.9,2.73923
143.91,2.66818
143.92,2.59839
143.93,2.52986
143.94,2.46258
143.95,2.39652
143.96,2.33168
143.97,2.26804
143.98,2.20557
143.99,2.14418
144,2.08382
144.01,2.0244
144.02,1.96587
144.03,1.90817
144.04,1.85121
144.05,1.79495
144.06,1.73933
144.07,1.68429
144.08,1.62982
144.09,1.5759
144.1,1.5225
144.11,1.4696
144.12,1.41719
144.13,1.36523
144.14,1.31372
144.15,1.26261
144.16,1.21187
144.17,1.16143
144.18,1.11118
144.19,1.06107
144.2,1.01099
144.21,0.9609
144.22,0.9107
144.23,0.86033
144.24,0.8097
144.25,0.75875
144.26,0.7074
144.27,0.65555
144.28,0.60314
144.29,0.55009
144.3,0.49632
144.31,0.44176
144.32,0.38633
144.33,0.32996
144.34,0.27258
144.35,0.21411
144.36,0.15448
144.37,0.09363
144.38,0.03147
144.39,-0.03206
144.4,-0.09703
144.41,-0.1635
144.42,-0.23153
144.43,-0.30116
144.44,-0.37241
144.45,-0.44525
144.46,-0.51969
144.47,-0.59572
144.48,-0.67333
144.49,-0.75252
144.5,-0.83328
144.51,-0.9156
144.52,-0.99943
144.53,-1.08469
144.54,-1.17128
144.55,-1.25908
144.56,-1.34799
144.57,-1.43791
144.58,-1.52874
144.59,-1.62039
144.6,-1.71276
144.61,-1.80575
144.62,-1.89929
144.63,-1.99329
144.64,-2.08767
144.65,-2.18237
144.66,-2.2773
144.67,-2.37238
144.68,-2.46755
144.69,-2.56272
144.7,-2.65781
144.71,-2.75272
144.72,-2.84734
144.73,-2.94155
144.74,-3.03525
144.75,-3.12832
144.76,-3.22066
144.77,-3.31217
144.78,-3.40275
144.79,-3.49228
144.8,-3.58069
144.81,-3.66785
144.82,-3.75369
144.83,-3.83809
144.84,-3.92098
144.85,-4.00225
144.86,-4.08181
144.87,-4.15958
144.88,-4.23544
144.89,-4.30927
144.9,-4.38092
144.91,-4.45024
144.92,-4.51709
144.93,-4.58131
144.94,-4.64279
144.95,-4.70137
144.96,-4.75692
144.97,-4.80932
144.98,-4.8584
144.99,-4.90402
145,-4.94604
145.01,-4.98429
145.02,-5.01865
145.03,-5.04896
145.04,-5.0751
145.05,-5.09693
145.06,-5.11432
145.07,-5.1272
145.08,-5.13548
145.09,-5.13911
145.1,-5.13803
145.11,-5.13217
145.12,-5.12147
145.13,-5.10587
145.14,-5.08532
145.15,-5.05978
145.16,-5.02921
145.17,-4.99361
145.18,-4.953
145.19,-4.90737
145.2,-4.85672
145.21,-4.80105
145.22,-4.74038
145.23,-4.67469
145.24,-4.60402
145.25,-4.52843
145.26,-4.448
145.27,-4.36286
145.28,-4.2731
145.29,-4.17883
145.3,-4.08013
145.31,-3.97712
145.32,-3.86989
145.33,-3.75854
145.34,-3.64322
145.35,-3.52409
145.36,-3.40133
145.37,-3.27513
145.38,-3.14564
145.39,-3.01303
145.4,-2.87746
145.41,-2.73909
145.42,-2.59811
145.43,-2.45469
145.44,-2.30909
145.45,-2.16153
145.46,-2.01227
145.47,-1.86151
145.48,-1.70949
145.49,-1.55643
145.5,-1.40254
145.51,-1.24805
145.52,-1.09313
145.53,-0.93799
145.54,-0.78278
145.55,-0.62769
145.56,-0.47288
145.57,-0.31852
145.58,-0.16477
145.59,-0.0118
145.6,0.14024
145.61,0.29123
145.62,0.44106
145.63,0.58966
145.64,0.73696
145.65,0.88285
145.66,1.02727
145.67,1.17012
145.68,1.31134
145.69,1.45084
145.7,1.58852
145.71,1.72429
145.72,1.85802
145.73,1.9896
145.74,2.11892
145.75,2.24589
145.76,2.37038
145.77,2.4923
145.78,2.61158
145.79,2.72816
145.8,2.84207
145.81,2.9534
145.82,3.06219
145.83,3.16852
145.84,3.27241
145.85,3.37395
145.86,3.47317
145.87,3.57015
145.88,3.66496
145.89,3.75773
145.9,3.84858
145.91,3.93765
145.92,4.02508
145.93,4.11098
145.94,4.19548
145.95,4.2787
145.96,4.36075
145.97,4.44175
145.98,4.52177
145.99,4.60088
146,4.67915
146.01,4.75665
146.02,4.83344
146.03,4.9096
146.04,4.98518
146.05,5.06026
146.06,5.1349
146.07,5.2092
146.08,5.28325
146.09,5.35713
146.1,5.43094
146.11,5.50476
146.12,5.57867
146.13,5.65277
146.14,5.72714
146.15,5.80184
146.16,5.87696
146.17,5.95255
146.18,6.02868
146.19,6.1054
146.2,6.18278
146.21,6.26088
146.22,6.33975
146.23,6.41945
146.24,6.50006
146.25,6.58164
146.26,6.66428
146.27,6.74808
146.28,6.83312
146.29,6.91948
146.3,7.00723
146.31,7.09647
146.32,7.18726
146.33,7.27968
146.34,7.37379
146.35,7.46964
146.36,7.56729
146.37,7.66677
146.38,7.76815
146.39,7.87147
146.4,7.97678
146.41,8.08413
146.42,8.19355
146.43,8.30508
146.44,8.41874
146.45,8.53455
146.46,8.65255
146.47,8.77275
146.48,8.89517
146.49,9.01984
146.5,9.14676
146.51,9.27594
146.52,9.4073
146.53,9.54072
146.54,9.67605
146.55,9.81319
146.56,9.95201
146.57,10.09239
146.58,10.23421
146.59,10.37736
146.6,10.52171
146.61,10.6671
146.62,10.81335
146.63,10.96027
146.64,11.10767
146.65,11.25538
146.66,11.40323
146.67,11.55104
146.68,11.69864
146.69,11.84586
146.7,11.99253
146.71,12.13844
146.72,12.28342
146.73,12.42727
146.74,12.56982
146.75,12.71089
146.76,12.85031
146.77,12.98789
146.78,13.12347
146.79,13.25688
146.8,13.38792
146.81,13.51641
146.82,13.64217
146.83,13.76504
146.84,13.88482
146.85,14.00136
146.86,14.11449
146.87,14.22405
146.88,14.32988
146.89,14.43188
146.9,14.52991
146.91,14.62386
146.92,14.7136
146.93,14.79903
146.94,14.88002
146.95,14.95648
146.96,15.02832
146.97,15.09558
146.98,15.15838
146.99,15.21695
147,15.27145
147.01,15.32206
147.02,15.36891
147.03,15.4122
147.04,15.45208
147.05,15.4887
147.06,15.52223
147.07,15.55281
147.08,15.58059
147.09,15.60571
147.1,15.62831
147.11,15.64854
147.12,15.66654
147.13,15.68244
147.14,15.69638
147.15,15.7085
147.16,15.71897
147.17,15.72795
147.18,15.73559
147.19,15.74205
147.2,15.74748
147.21,15.75204
147.22,15.75586
147.23,15.75911
147.24,15.76192
147.25,15.76445
147.26,15.76685
147.27,15.76927
147.28,15.77185
147.29,15.77473
147.3,15.77807
147.31,15.78199
147.32,15.78662
147.33,15.79211
147.34,15.79858
147.35,15.80615
147.36,15.81493
147.37,15.82504
147.38,15.83661
147.39,15.84974
147.4,15.86454
147.41,15.8811
147.42,15.89946
147.43,15.91955
147.44,15.94126
147.45,15.96447
147.46,15.98907
147.47,16.01497
147.48,16.04205
147.49,16.07022
147.5,16.09937
147.51,16.12938
147.52,16.16012
147.53,16.19145
147.54,16.22322
147.55,16.25528
147.56,16.2875
147.57,16.31974
147.58,16.35188
147.59,16.38377
147.6,16.41532
147.61,16.44646
147.62,16.47714
147.63,16.50733
147.64,16.537
147.65,16.56608
147.66,16.59456
147.67,16.62238
147.68,16.64951
147.69,16.67589
147.7,16.70146
147.71,16.72613
147.72,16.74981
147.73,16.77243
147.74,16.7939
147.75,16.81415
147.76,16.8331
147.77,16.85067
147.78,16.86681
147.79,16.88146
147.8,16.89461
147.81,16.90623
147.82,16.9163
147.83,16.92479
147.84,16.93166
147.85,16.93691
147.86,16.94051
147.87,16.94244
147.88,16.9427
147.89,16.94129
147.9,16.93822
147.91,16.93349
147.92,16.92712
147.93,16.9191
147.94,16.90945
147.95,16.89817
147.96,16.88526
147.97,16.87072
147.98,16.85456
147.99,16.83676
148,16.81734
148.01,16.79627
148.02,16.77357
148.03,16.74922
148.04,16.72324
148.05,16.69562
148.06,16.66636
148.07,16.63548
148.08,16.60298
148.09,16.56889
148.1,16.5332
148.11,16.49594
148.12,16.45711
148.13,16.41672
148.14,16.37477
148.15,16.33126
148.16,16.28616
148.17,16.23943
148.18,16.19105
148.19,16.14098
148.2,16.0892
148.21,16.03569
148.22,15.98041
148.23,15.92334
148.24,15.86444
148.25,15.80366
148.26,15.74097
148.27,15.67631
148.28,15.60964
148.29,15.54092
148.3,15.4701
148.31,15.39716
148.32,15.32206
148.33,15.2448
148.34,15.16542
148.35,15.08398
148.36,15.00052
148.37,14.9151
148.38,14.82774
148.39,14.7385
148.4,14.64742
148.41,14.55456
148.42,14.45998
148.43,14.3638
148.44,14.26611
148.45,14.16704
148.46,14.06668
148.47,13.96515
148.48,13.86253
148.49,13.75893
148.5,13.65445
148.51,13.54919
148.52,13.44325
148.53,13.33673
148.54,13.22971
148.55,13.1223
148.56,13.01458
148.57,12.90665
148.58,12.79859
148.59,12.69049
148.6,12.58238
148.61,12.47424
148.62,12.36605
148.63,12.25777
148.64,12.14937
148.65,12.04082
148.66,11.93211
148.67,11.8232
148.68,11.71405
148.69,11.60461
148.7,11.49475
148.71,11.38435
148.72,11.27326
148.73,11.16138
148.74,11.04858
148.75,10.93474
148.76,10.81974
148.77,10.70348
148.78,10.58585
148.79,10.4668
148.8,10.34626
148.81,10.22418
148.82,10.10052
148.83,9.97521
148.84,9.8482
148.85,9.71944
148.86,9.58888
148.87,9.45644
148.88,9.32203
148.89,9.18551
148.9,9.04677
148.91,8.90569
148.92,8.76216
148.93,8.61608
148.94,8.46733
148.95,8.31584
148.96,8.16154
148.97,8.00446
148.98,7.8447
148.99,7.68233
149,7.51744
149.01,7.35009
149.02,7.18036
149.03,7.00832
149.04,6.83405
149.05,6.65765
149.06,6.47928
149.07,6.29912
149.08,6.11735
149.09,5.93415
149.1,5.74969
149.11,5.56414
149.12,5.37766
149.13,5.19043
149.14,5.00259
149.15,4.81427
149.16,4.6256
149.17,4.43668
149.18,4.24764
149.19,4.05859
149.2,3.86964
149.21,3.68089
149.22,3.49247
149.23,3.3045
149.24,3.11713
149.25,2.93056
149.26,2.74495
149.27,2.5605
149.28,2.37737
149.29,2.19574
149.3,2.01576
149.31,1.83762
149.32,1.66146
149.33,1.48747
149.34,1.31579
149.35,1.14659
149.36,0.98003
149.37,0.81627
149.38,0.65546
149.39,0.49774
149.4,0.34326
149.41,0.19217
149.42,0.0446
149.43,-0.09935
149.44,-0.23956
149.45,-0.37591
149.46,-0.5083
149.47,-0.63662
149.48,-0.76075
149.49,-0.88061
149.5,-0.9961
149.51,-1.10716
149.52,-1.21374
149.53,-1.31583
149.54,-1.41338
149.55,-1.50635
149.56,-1.59473
149.57,-1.67847
149.58,-1.75756
149.59,-1.83197
149.6,-1.90172
149.61,-1.96687
149.62,-2.02749
149.63,-2.08364
149.64,-2.13538
149.65,-2.18276
149.66,-2.22585
149.67,-2.2647
149.68,-2.29937
149.69,-2.32994
149.7,-2.3565
149.71,-2.37914
149.72,-2.39796
149.73,-2.41305
149.74,-2.4245
149.75,-2.43238
149.76,-2.43679
149.77,-2.43783
149.78,-2.43559
149.79,-2.43019
149.8,-2.42176
149.81,-2.41041
149.82,-2.39627
149.83,-2.37945
149.84,-2.36006
149.85,-2.33822
149.86,-2.31405
149.87,-2.28771
149.88,-2.25937
149.89,-2.22925
149.9,-2.19755
149.91,-2.16446
149.92,-2.13015
149.93,-2.09481
149.94,-2.05864
149.95,-2.02179
149.96,-1.9844
149.97,-1.94657
149.98,-1.90836
149.99,-1.86984
150,-1.83109
150.01,-1.79219
150.02,-1.7532
150.03,-1.71421
150.04,-1.67526
150.05,-1.63645
150.06,-1.59782
150.07,-1.55945
150.08,-1.52139
150.09,-1.48371
150.1,-1.44647
150.11,-1.40972
150.12,-1.37353
150.13,-1.33795
150.14,-1.30305
150.15,-1.26888
150.16,-1.23553
150.17,-1.20306
150.18,-1.17154
150.19,-1.14102
150.2,-1.11158
150.21,-1.08327
150.22,-1.05615
