Time [sec],Displacement [cm]
123.18,1.55554
123.19,1.38791
123.2,1.21901
123.21,1.04884
123.22,0.87741
123.23,0.7047
123.24,0.53072
123.25,0.35543
123.26,0.17884
123.27,0.00093
123.28,-0.1783
123.29,-0.35887
123.3,-0.54079
123.31,-0.72406
123.32,-0.9087
123.33,-1.09469
123.34,-1.28206
123.35,-1.47081
123.36,-1.66094
123.37,-1.85245
123.38,-2.04534
123.39,-2.23963
123.4,-2.43529
123.41,-2.63229
123.42,-2.83056
123.43,-3.03005
123.44,-3.23067
123.45,-3.43238
123.46,-3.63512
123.47,-3.83882
123.48,-4.04342
123.49,-4.24887
123.5,-4.45506
123.51,-4.6619
123.52,-4.86929
123.53,-5.07712
123.54,-5.2853
123.55,-5.49373
123.56,-5.70232
123.57,-5.91096
123.58,-6.11956
123.59,-6.32798
123.6,-6.53605
123.61,-6.74361
123.62,-6.95049
123.63,-7.15653
123.64,-7.36159
123.65,-7.5655
123.66,-7.76812
123.67,-7.96927
123.68,-8.16879
123.69,-8.36643
123.7,-8.56198
123.71,-8.75522
123.72,-8.94593
123.73,-9.13391
123.74,-9.31896
123.75,-9.50086
123.76,-9.67944
123.77,-9.85452
123.78,-10.02597
123.79,-10.19367
123.8,-10.35749
123.81,-10.51731
123.82,-10.67299
123.83,-10.82442
123.84,-10.97149
123.85,-11.1141
123.86,-11.25224
123.87,-11.38598
123.88,-11.51543
123.89,-11.64068
123.9,-11.7618
123.91,-11.87889
123.92,-11.99202
123.93,-12.10127
123.94,-12.20674
123.95,-12.30848
123.96,-12.40658
123.97,-12.5011
123.98,-12.59211
123.99,-12.67967
124,-12.76385
124.01,-12.84472
124.02,-12.92234
124.03,-12.99676
124.04,-13.06806
124.05,-13.13625
124.06,-13.20137
124.07,-13.26345
124.08,-13.32254
124.09,-13.37865
124.1,-13.43182
124.11,-13.4821
124.12,-13.5295
124.13,-13.57408
124.14,-13.6159
124.15,-13.655
124.16,-13.69147
124.17,-13.72535
124.18,-13.75669
124.19,-13.78557
124.2,-13.81204
124.21,-13.83614
124.22,-13.85793
124.23,-13.87744
124.24,-13.8947
124.25,-13.90973
124.26,-13.92258
124.27,-13.93326
124.28,-13.94182
124.29,-13.94827
124.3,-13.95264
124.31,-13.95498
124.32,-13.95533
124.33,-13.95372
124.34,-13.9502
124.35,-13.94481
124.36,-13.93761
124.37,-13.92862
124.38,-13.9179
124.39,-13.90547
124.4,-13.89139
124.41,-13.87568
124.42,-13.85838
124.43,-13.83952
124.44,-13.81914
124.45,-13.79726
124.46,-13.77392
124.47,-13.74916
124.48,-13.723
124.49,-13.69551
124.5,-13.66677
124.51,-13.6369
124.52,-13.60601
124.53,-13.57421
124.54,-13.5416
124.55,-13.50827
124.56,-13.47435
124.57,-13.43992
124.58,-13.4051
124.59,-13.37004
124.6,-13.3349
124.61,-13.29983
124.62,-13.26499
124.63,-13.23052
124.64,-13.19657
124.65,-13.16328
124.66,-13.1308
124.67,-13.09927
124.68,-13.06879
124.69,-13.03948
124.7,-13.01146
124.71,-12.98483
124.72,-12.95969
124.73,-12.93616
124.74,-12.91432
124.75,-12.89429
124.76,-12.87618
124.77,-12.86011
124.78,-12.84622
124.79,-12.83466
124.8,-12.82557
124.81,-12.81907
124.82,-12.81531
124.83,-12.8144
124.84,-12.81647
124.85,-12.8216
124.86,-12.82977
124.87,-12.84092
124.88,-12.85494
124.89,-12.87175
124.9,-12.89128
124.91,-12.91344
124.92,-12.93816
124.93,-12.96536
124.94,-12.99493
124.95,-13.02674
124.96,-13.06061
124.97,-13.09635
124.98,-13.13377
124.99,-13.1727
125,-13.21298
125.01,-13.25443
125.02,-13.29688
125.03,-13.34017
125.04,-13.38414
125.05,-13.42865
125.06,-13.47354
125.07,-13.51866
125.08,-13.56389
125.09,-13.60906
125.1,-13.65405
125.11,-13.69872
125.12,-13.74292
125.13,-13.78651
125.14,-13.82934
125.15,-13.87124
125.16,-13.91206
125.17,-13.95164
125.18,-13.98985
125.19,-14.02653
125.2,-14.06154
125.21,-14.09474
125.22,-14.126
125.23,-14.15518
125.24,-14.18216
125.25,-14.20681
125.26,-14.22901
125.27,-14.24863
125.28,-14.26556
125.29,-14.27969
125.3,-14.2909
125.31,-14.29913
125.32,-14.30435
125.33,-14.30654
125.34,-14.30567
125.35,-14.30173
125.36,-14.29469
125.37,-14.28453
125.38,-14.27123
125.39,-14.25478
125.4,-14.2352
125.41,-14.21254
125.42,-14.18685
125.43,-14.1582
125.44,-14.12664
125.45,-14.09223
125.46,-14.05502
125.47,-14.01506
125.48,-13.97241
125.49,-13.92711
125.5,-13.8792
125.51,-13.82871
125.52,-13.77568
125.53,-13.72013
125.54,-13.66209
125.55,-13.60161
125.56,-13.53872
125.57,-13.47345
125.58,-13.40589
125.59,-13.33616
125.6,-13.26442
125.61,-13.1908
125.62,-13.11544
125.63,-13.03848
125.64,-12.96005
125.65,-12.88028
125.66,-12.79931
125.67,-12.71728
125.68,-12.63435
125.69,-12.55069
125.7,-12.46646
125.71,-12.38182
125.72,-12.29693
125.73,-12.21195
125.74,-12.12702
125.75,-12.0423
125.76,-11.95793
125.77,-11.87408
125.78,-11.79088
125.79,-11.70848
125.8,-11.62703
125.81,-11.54667
125.82,-11.46754
125.83,-11.38978
125.84,-11.31349
125.85,-11.23876
125.86,-11.16558
125.87,-11.09388
125.88,-11.0236
125.89,-10.95469
125.9,-10.8871
125.91,-10.82079
125.92,-10.7557
125.93,-10.69175
125.94,-10.62882
125.95,-10.56667
125.96,-10.50498
125.97,-10.44342
125.98,-10.38169
125.99,-10.31952
126,-10.2566
126.01,-10.19265
126.02,-10.12739
126.03,-10.06059
126.04,-9.99204
126.05,-9.92157
126.06,-9.84904
126.07,-9.77429
126.08,-9.69716
126.09,-9.6175
126.1,-9.53516
126.11,-9.45001
126.12,-9.36196
126.13,-9.27102
126.14,-9.17726
126.15,-9.08076
126.16,-8.98161
126.17,-8.87986
126.18,-8.77559
126.19,-8.66886
126.2,-8.55976
126.21,-8.4484
126.22,-8.33494
126.23,-8.21962
126.24,-8.10268
126.25,-7.98436
126.26,-7.86486
126.27,-7.7444
126.28,-7.6232
126.29,-7.50148
126.3,-7.37942
126.31,-7.25721
126.32,-7.135
126.33,-7.01294
126.34,-6.89119
126.35,-6.76989
126.36,-6.64919
126.37,-6.52924
126.38,-6.41018
126.39,-6.29214
126.4,-6.17528
126.41,-6.05974
126.42,-5.94566
126.43,-5.83319
126.44,-5.72247
126.45,-5.61362
126.46,-5.50679
126.47,-5.4021
126.48,-5.29962
126.49,-5.1993
126.5,-5.10097
126.51,-5.00442
126.52,-4.90946
126.53,-4.81592
126.54,-4.72363
126.55,-4.63242
126.56,-4.54211
126.57,-4.45255
126.58,-4.3636
126.59,-4.27512
126.6,-4.18701
126.61,-4.09913
126.62,-4.01139
126.63,-3.92365
126.64,-3.83581
126.65,-3.74775
126.66,-3.65937
126.67,-3.57052
126.68,-3.48108
126.69,-3.39088
126.7,-3.29978
126.71,-3.20766
126.72,-3.11436
126.73,-3.01976
126.74,-2.92372
126.75,-2.82612
126.76,-2.72683
126.77,-2.62575
126.78,-2.52278
126.79,-2.4178
126.8,-2.31072
126.81,-2.20144
126.82,-2.08985
126.83,-1.97587
126.84,-1.8594
126.85,-1.74033
126.86,-1.61857
126.87,-1.494
126.88,-1.36652
126.89,-1.23603
126.9,-1.10244
126.91,-0.96565
126.92,-0.82556
126.93,-0.68211
126.94,-0.53531
126.95,-0.38526
126.96,-0.23211
126.97,-0.07601
126.98,0.08291
126.99,0.24453
127,0.40872
127.01,0.57534
127.02,0.74425
127.03,0.91522
127.04,1.08793
127.05,1.26201
127.06,1.43711
127.07,1.61287
127.08,1.78896
127.09,1.96506
127.1,2.14082
127.11,2.31593
127.12,2.49009
127.13,2.66302
127.14,2.83446
127.15,3.00414
127.16,3.17182
127.17,3.33724
127.18,3.50015
127.19,3.66031
127.2,3.81748
127.21,3.97139
127.22,4.12176
127.23,4.26832
127.24,4.41075
127.25,4.5488
127.26,4.68217
127.27,4.81062
127.28,4.93386
127.29,5.05167
127.3,5.1639
127.31,5.27053
127.32,5.37161
127.33,5.46723
127.34,5.55744
127.35,5.64229
127.36,5.72183
127.37,5.79612
127.38,5.86524
127.39,5.9293
127.4,5.98853
127.41,6.04321
127.42,6.09363
127.43,6.14005
127.44,6.18275
127.45,6.22197
127.46,6.25799
127.47,6.29105
127.48,6.3214
127.49,6.34926
127.5,6.37486
127.51,6.39839
127.52,6.42008
127.53,6.44012
127.54,6.45872
127.55,6.47609
127.56,6.49242
127.57,6.50794
127.58,6.52293
127.59,6.53769
127.6,6.55254
127.61,6.56778
127.62,6.58369
127.63,6.60057
127.64,6.6187
127.65,6.63835
127.66,6.65971
127.67,6.6829
127.68,6.70789
127.69,6.73465
127.7,6.76317
127.71,6.79345
127.72,6.82548
127.73,6.85924
127.74,6.89471
127.75,6.93185
127.76,6.97054
127.77,7.0106
127.78,7.05185
127.79,7.09409
127.8,7.13718
127.81,7.18093
127.82,7.22518
127.83,7.26976
127.84,7.31452
127.85,7.35931
127.86,7.40398
127.87,7.44841
127.88,7.49245
127.89,7.53598
127.9,7.57885
127.91,7.62095
127.92,7.66215
127.93,7.7023
127.94,7.74125
127.95,7.77881
127.96,7.81478
127.97,7.84899
127.98,7.88126
127.99,7.91141
128,7.93926
128.01,7.96465
128.02,7.98741
128.03,8.00735
128.04,8.02429
128.05,8.03802
128.06,8.04838
128.07,8.05518
128.08,8.05823
128.09,8.05737
128.1,8.05243
128.11,8.04324
128.12,8.02964
128.13,8.01151
128.14,7.98872
128.15,7.96113
128.16,7.92862
128.17,7.89106
128.18,7.84834
128.19,7.80034
128.2,7.74694
128.21,7.68804
128.22,7.62355
128.23,7.55339
128.24,7.47747
128.25,7.39571
128.26,7.30802
128.27,7.21434
128.28,7.11459
128.29,7.00874
128.3,6.89689
128.31,6.7793
128.32,6.65633
128.33,6.52828
128.34,6.39544
128.35,6.2581
128.36,6.11656
128.37,5.9711
128.38,5.82204
128.39,5.66971
128.4,5.51456
128.41,5.35704
128.42,5.19761
128.43,5.0367
128.44,4.87473
128.45,4.71213
128.46,4.54931
128.47,4.38667
128.48,4.22461
128.49,4.06348
128.5,3.90363
128.51,3.74541
128.52,3.58914
128.53,3.43517
128.54,3.28382
128.55,3.13541
128.56,2.99026
128.57,2.84873
128.58,2.71118
128.59,2.57801
128.6,2.4496
128.61,2.32634
128.62,2.20858
128.63,2.09668
128.64,1.99101
128.65,1.8919
128.66,1.79966
128.67,1.71457
128.68,1.63687
128.69,1.56681
128.7,1.50462
128.71,1.45054
128.72,1.40481
128.73,1.36764
128.74,1.33925
128.75,1.31984
128.76,1.30957
128.77,1.30857
128.78,1.31699
128.79,1.33496
128.8,1.36262
128.81,1.4001
128.82,1.44751
128.83,1.50494
128.84,1.57235
128.85,1.64952
128.86,1.73606
128.87,1.83157
128.88,1.93568
128.89,2.04806
128.9,2.16834
128.91,2.29617
128.92,2.43119
128.93,2.57297
128.94,2.72099
128.95,2.87462
128.96,3.03324
128.97,3.19624
128.98,3.36304
128.99,3.53307
129,3.70575
129.01,3.88052
129.02,4.05685
129.03,4.23425
129.04,4.41224
129.05,4.59037
129.06,4.76821
129.07,4.9453
129.08,5.1212
129.09,5.29549
129.1,5.46775
129.11,5.63752
129.12,5.80433
129.13,5.96764
129.14,6.12693
129.15,6.28169
129.16,6.43143
129.17,6.57566
129.18,6.71389
129.19,6.84566
129.2,6.97052
129.21,7.08804
129.22,7.19782
129.23,7.29948
129.24,7.39265
129.25,7.47695
129.26,7.55202
129.27,7.61749
129.28,7.67303
129.29,7.71832
129.3,7.75313
129.31,7.7773
129.32,7.79069
129.33,7.79316
129.34,7.78456
129.35,7.76474
129.36,7.73358
129.37,7.69097
129.38,7.63689
129.39,7.57159
129.4,7.49561
129.41,7.40957
129.42,7.31405
129.43,7.20954
129.44,7.09658
129.45,6.9757
129.46,6.84741
129.47,6.71222
129.48,6.57057
129.49,6.42289
129.5,6.26957
129.51,6.11101
129.52,5.94762
129.53,5.77977
129.54,5.60785
129.55,5.43225
129.56,5.25335
129.57,5.07158
129.58,4.88741
129.59,4.70135
129.6,4.51388
129.61,4.32544
129.62,4.13649
129.63,3.9475
129.64,3.7589
129.65,3.57113
129.66,3.3846
129.67,3.19974
129.68,3.01694
129.69,2.83659
129.7,2.65909
129.71,2.48482
129.72,2.31416
129.73,2.14747
129.74,1.9851
129.75,1.82737
129.76,1.67452
129.77,1.52679
129.78,1.3844
129.79,1.24759
129.8,1.11659
129.81,0.99161
129.82,0.87286
129.83,0.76051
129.84,0.65458
129.85,0.55488
129.86,0.46113
129.87,0.37307
129.88,0.29047
129.89,0.21312
129.9,0.14076
129.91,0.07317
129.92,0.01013
129.93,-0.04855
129.94,-0.10305
129.95,-0.15351
129.96,-0.20008
129.97,-0.24292
129.98,-0.28217
129.99,-0.31799
130,-0.35051
130.01,-0.37989
130.02,-0.40627
130.03,-0.42984
130.04,-0.45075
130.05,-0.4692
130.06,-0.48534
130.07,-0.49935
130.08,-0.51139
130.09,-0.52162
130.1,-0.53017
130.11,-0.53711
130.12,-0.54239
130.13,-0.54587
130.14,-0.54743
130.15,-0.54696
130.16,-0.54435
130.17,-0.53951
130.18,-0.53232
130.19,-0.52268
130.2,-0.51049
130.21,-0.49568
130.22,-0.47814
130.23,-0.45781
130.24,-0.43459
130.25,-0.40842
130.26,-0.37921
130.27,-0.34689
130.28,-0.31137
130.29,-0.27259
130.3,-0.23043
130.31,-0.18478
130.32,-0.13552
130.33,-0.08256
130.34,-0.02578
130.35,0.03491
130.36,0.09962
130.37,0.16845
130.38,0.24144
130.39,0.31865
130.4,0.40005
130.41,0.48563
130.42,0.5754
130.43,0.66934
130.44,0.76745
130.45,0.86972
130.46,0.97613
130.47,1.08663
130.48,1.20114
130.49,1.3195
130.5,1.44156
130.51,1.56717
130.52,1.69619
130.53,1.8285
130.54,1.96395
130.55,2.10241
130.56,2.24378
130.57,2.38798
130.58,2.535
130.59,2.68481
130.6,2.83739
130.61,2.99271
130.62,3.15075
130.63,3.31148
130.64,3.47488
130.65,3.64091
130.66,3.80956
130.67,3.98078
130.68,4.15456
130.69,4.33085
130.7,4.50965
130.71,4.6909
130.72,4.8746
130.73,5.06069
130.74,5.24916
130.75,5.43997
130.76,5.63306
130.77,5.82839
130.78,6.02591
130.79,6.22558
130.8,6.42735
130.81,6.63118
130.82,6.83701
130.83,7.0448
130.84,7.25446
130.85,7.46589
130.86,7.67899
130.87,7.89364
130.88,8.10975
130.89,8.32722
130.9,8.54594
130.91,8.76583
130.92,8.98676
130.93,9.20858
130.94,9.43109
130.95,9.65406
130.96,9.87729
130.97,10.10059
130.98,10.32376
130.99,10.54661
131,10.76893
131.01,10.99052
131.02,11.21112
131.03,11.43038
131.04,11.64794
131.05,11.86345
131.06,12.0766
131.07,12.28704
131.08,12.49447
131.09,12.69855
131.1,12.899
131.11,13.09554
131.12,13.28795
131.13,13.47603
131.14,13.65958
131.15,13.83838
131.16,14.01223
131.17,14.18094
131.18,14.34432
131.19,14.50219
131.2,14.6544
131.21,14.80085
131.22,14.94144
131.23,15.07609
131.24,15.20471
131.25,15.32721
131.26,15.4435
131.27,15.5535
131.28,15.65715
131.29,15.75438
131.3,15.8452
131.31,15.92961
131.32,16.00762
131.33,16.07924
131.34,16.14447
131.35,16.20331
131.36,16.25578
131.37,16.30189
131.38,16.34166
131.39,16.37514
131.4,16.4024
131.41,16.4235
131.42,16.43849
131.43,16.44742
131.44,16.45036
131.45,16.44737
131.46,16.4385
131.47,16.42379
131.48,16.40329
131.49,16.37704
131.5,16.34506
131.51,16.30739
131.52,16.26408
131.53,16.21514
131.54,16.16063
131.55,16.10057
131.56,16.03497
131.57,15.96378
131.58,15.88697
131.59,15.80446
131.6,15.71621
131.61,15.62219
131.62,15.52233
131.63,15.4166
131.64,15.30495
131.65,15.18732
131.66,15.06366
131.67,14.93389
131.68,14.79793
131.69,14.65571
131.7,14.50718
131.71,14.35226
131.72,14.19089
131.73,14.02303
131.74,13.84864
131.75,13.66774
131.76,13.4804
131.77,13.28668
131.78,13.08663
131.79,12.8803
131.8,12.66775
131.81,12.44903
131.82,12.2242
131.83,11.99331
131.84,11.75642
131.85,11.51357
131.86,11.26481
131.87,11.01019
131.88,10.74976
131.89,10.48358
131.9,10.21169
131.91,9.93415
131.92,9.65101
131.93,9.36236
131.94,9.06828
131.95,8.76888
131.96,8.46424
131.97,8.15446
131.98,7.83961
131.99,7.51979
132,7.19512
132.01,6.86575
132.02,6.53198
132.03,6.19424
132.04,5.85296
132.05,5.50856
132.06,5.16144
132.07,4.81198
132.08,4.46059
132.09,4.10765
132.1,3.75355
132.11,3.39873
132.12,3.04361
132.13,2.68866
132.14,2.33429
132.15,1.98094
132.16,1.62901
132.17,1.27892
132.18,0.93108
132.19,0.58587
132.2,0.24366
132.21,-0.09518
132.22,-0.43033
132.23,-0.76145
132.24,-1.0882
132.25,-1.41024
132.26,-1.72728
132.27,-2.03898
132.28,-2.34506
132.29,-2.64526
132.3,-2.93938
132.31,-3.22722
132.32,-3.50859
132.33,-3.7833
132.34,-4.05116
132.35,-4.31197
132.36,-4.56557
132.37,-4.8118
132.38,-5.05058
132.39,-5.28188
132.4,-5.50573
132.41,-5.72214
132.42,-5.93108
132.43,-6.13257
132.44,-6.3266
132.45,-6.51319
132.46,-6.69236
132.47,-6.86423
132.48,-7.02902
132.49,-7.187
132.5,-7.3384
132.51,-7.48344
132.52,-7.62235
132.53,-7.75535
132.54,-7.88266
132.55,-8.0045
132.56,-8.12106
132.57,-8.23254
132.58,-8.33911
132.59,-8.44094
132.6,-8.53821
132.61,-8.6311
132.62,-8.71978
132.63,-8.80442
132.64,-8.88517
132.65,-8.96218
132.66,-9.03556
132.67,-9.10542
132.68,-9.17188
132.69,-9.23503
132.7,-9.29499
132.71,-9.35186
132.72,-9.40574
132.73,-9.45669
132.74,-9.5047
132.75,-9.54962
132.76,-9.59121
132.77,-9.62928
132.78,-9.66363
132.79,-9.6941
132.8,-9.72049
132.81,-9.74262
132.82,-9.76033
132.83,-9.77344
132.84,-9.78181
132.85,-9.78529
132.86,-9.78375
132.87,-9.77704
132.88,-9.76503
132.89,-9.74759
132.9,-9.72459
132.91,-9.69593
132.92,-9.66155
132.93,-9.62151
132.94,-9.57588
132.95,-9.52477
132.96,-9.46826
132.97,-9.40643
132.98,-9.33935
132.99,-9.26711
133,-9.18982
133.01,-9.10765
133.02,-9.0209
133.03,-8.92992
133.04,-8.8351
133.05,-8.73677
133.06,-8.63527
133.07,-8.53091
133.08,-8.42405
133.09,-8.315
133.1,-8.20404
133.11,-8.09141
133.12,-7.97734
133.13,-7.86202
133.14,-7.74565
133.15,-7.62846
133.16,-7.51063
133.17,-7.39237
133.18,-7.27387
133.19,-7.15532
133.2,-7.0369
133.21,-6.91881
133.22,-6.80122
133.23,-6.6843
133.24,-6.56824
133.25,-6.45319
133.26,-6.33934
133.27,-6.22683
133.28,-6.11578
133.29,-6.00626
133.3,-5.89829
133.31,-5.79186
133.32,-5.68698
133.33,-5.58369
133.34,-5.48198
133.35,-5.38187
133.36,-5.28338
133.37,-5.18654
133.38,-5.09141
133.39,-4.99809
133.4,-4.90668
133.41,-4.81726
133.42,-4.72992
133.43,-4.64474
133.44,-4.56181
133.45,-4.48123
133.46,-4.40309
133.47,-4.32755
133.48,-4.25481
133.49,-4.18507
133.5,-4.11851
133.51,-4.05533
133.52,-3.99569
133.53,-3.93979
133.54,-3.8878
133.55,-3.83984
133.56,-3.79603
133.57,-3.75639
133.58,-3.72095
133.59,-3.68974
133.6,-3.6628
133.61,-3.64016
133.62,-3.62185
133.63,-3.6079
133.64,-3.59834
133.65,-3.59318
133.66,-3.59243
133.67,-3.5961
133.68,-3.6042
133.69,-3.61673
133.7,-3.63371
133.71,-3.65514
133.72,-3.68101
133.73,-3.71135
133.74,-3.74614
133.75,-3.78539
133.76,-3.82909
133.77,-3.87723
133.78,-3.92983
133.79,-3.98686
133.8,-4.04832
133.81,-4.11422
133.82,-4.18458
133.83,-4.25946
133.84,-4.33904
133.85,-4.42349
133.86,-4.51298
133.87,-4.60766
133.88,-4.70768
133.89,-4.81319
133.9,-4.92433
133.91,-5.04119
133.92,-5.16369
133.93,-5.29157
133.94,-5.42447
133.95,-5.5621
133.96,-5.70417
133.97,-5.85041
133.98,-6.00053
133.99,-6.15425
134,-6.31124
134.01,-6.47113
134.02,-6.63338
134.03,-6.79744
134.04,-6.96275
134.05,-7.12882
134.06,-7.29513
134.07,-7.46116
134.08,-7.62643
134.09,-7.79045
134.1,-7.95277
134.11,-8.11298
134.12,-8.27067
134.13,-8.42547
134.14,-8.57698
134.15,-8.72482
134.16,-8.86863
134.17,-9.00802
134.18,-9.14267
134.19,-9.27223
134.2,-9.39641
134.21,-9.51495
134.22,-9.62759
134.23,-9.73405
134.24,-9.83407
134.25,-9.9274
134.26,-10.01379
134.27,-10.09301
134.28,-10.16486
134.29,-10.22919
134.3,-10.28589
134.31,-10.33484
134.32,-10.37593
134.33,-10.40902
134.34,-10.43402
134.35,-10.45081
134.36,-10.45931
134.37,-10.45952
134.38,-10.45151
134.39,-10.43547
134.4,-10.41153
134.41,-10.37985
134.42,-10.34056
134.43,-10.2938
134.44,-10.23972
134.45,-10.17847
134.46,-10.11025
134.47,-10.03533
134.48,-9.95403
134.49,-9.86666
134.5,-9.77352
134.51,-9.6749
134.52,-9.57111
134.53,-9.46242
134.54,-9.34912
134.55,-9.23145
134.56,-9.10963
134.57,-8.98381
134.58,-8.85417
134.59,-8.72089
134.6,-8.58412
134.61,-8.44404
134.62,-8.30081
134.63,-8.15457
134.64,-8.00545
134.65,-7.85346
134.66,-7.69859
134.67,-7.5408
134.68,-7.38008
134.69,-7.21642
134.7,-7.04979
134.71,-6.88019
134.72,-6.70759
134.73,-6.53197
134.74,-6.3533
134.75,-6.17152
134.76,-5.98657
134.77,-5.79843
134.78,-5.60703
134.79,-5.41234
134.8,-5.21431
134.81,-5.01291
134.82,-4.80809
134.83,-4.59983
134.84,-4.38809
134.85,-4.17287
134.86,-3.95413
134.87,-3.73186
134.88,-3.50603
134.89,-3.27663
134.9,-3.04363
134.91,-2.80701
134.92,-2.56675
134.93,-2.32279
134.94,-2.0751
134.95,-1.82364
134.96,-1.56838
134.97,-1.30927
134.98,-1.04628
134.99,-0.77938
135,-0.50855
135.01,-0.2338
135.02,0.04487
135.03,0.32742
135.04,0.61383
135.05,0.90408
135.06,1.19814
135.07,1.49599
135.08,1.7976
135.09,2.10295
135.1,2.41199
135.11,2.72465
135.12,3.04088
135.13,3.36062
135.14,3.68381
135.15,4.01038
135.16,4.34028
135.17,4.67346
135.18,5.00983
135.19,5.34928
135.2,5.69167
135.21,6.03683
135.22,6.3846
135.23,6.73483
135.24,7.08739
135.25,7.44212
135.26,7.79888
135.27,8.1575
135.28,8.51779
135.29,8.8795
135.3,9.24237
135.31,9.60615
135.32,9.9706
135.33,10.33549
135.34,10.70059
135.35,11.06564
135.36,11.43038
135.37,11.79436
135.38,12.15699
135.39,12.51759
135.4,12.87552
135.41,13.23018
135.42,13.58099
135.43,13.92734
135.44,14.26864
135.45,14.60434
135.46,14.93386
135.47,15.25662
135.48,15.57209
135.49,15.87969
135.5,16.1789
135.51,16.46918
135.52,16.75002
135.53,17.0209
135.54,17.28132
135.55,17.53077
135.56,17.76874
135.57,17.99471
135.58,18.20817
135.59,18.40865
135.6,18.59565
135.61,18.76871
135.62,18.92737
135.63,19.07119
135.64,19.19984
135.65,19.31307
135.66,19.41072
135.67,19.49261
135.68,19.55855
135.69,19.60836
135.7,19.64188
135.71,19.65895
135.72,19.65951
135.73,19.64376
135.74,19.61234
135.75,19.56608
135.76,19.50583
135.77,19.43234
135.78,19.34634
135.79,19.24859
135.8,19.13985
135.81,19.02081
135.82,18.89216
135.83,18.75454
135.84,18.60853
135.85,18.45472
135.86,18.29369
135.87,18.12602
135.88,17.95227
135.89,17.77299
135.9,17.58875
135.91,17.40014
135.92,17.2078
135.93,17.0124
135.94,16.81461
135.95,16.61507
135.96,16.41442
135.97,16.21328
135.98,16.01227
135.99,15.812
136,15.61304
136.01,15.41593
136.02,15.2212
136.03,15.02935
136.04,14.84088
136.05,14.6563
136.06,14.47608
136.07,14.3007
136.08,14.13061
136.09,13.96616
136.1,13.80759
136.11,13.65499
136.12,13.50846
136.13,13.36811
136.14,13.23405
136.15,13.1064
136.16,12.98524
136.17,12.87064
136.18,12.76257
136.19,12.6608
136.2,12.56493
136.21,12.47451
136.22,12.38918
136.23,12.30856
136.24,12.23229
136.25,12.15999
136.26,12.0913
136.27,12.02587
136.28,11.96335
136.29,11.90342
136.3,11.84575
136.31,11.79002
136.32,11.7359
136.33,11.68309
136.34,11.63129
136.35,11.58018
136.36,11.52946
136.37,11.47878
136.38,11.42781
136.39,11.37618
136.4,11.32357
136.41,11.26962
136.42,11.21403
136.43,11.15645
136.44,11.09658
136.45,11.0341
136.46,10.96868
136.47,10.90001
136.48,10.82779
136.49,10.75169
136.5,10.67142
136.51,10.58669
136.52,10.49719
136.53,10.40267
136.54,10.30292
136.55,10.19791
136.56,10.08777
136.57,9.9727
136.58,9.85287
136.59,9.7284
136.6,9.59944
136.61,9.46615
136.62,9.32868
136.63,9.18721
136.64,9.04203
136.65,8.89355
136.66,8.74222
136.67,8.58844
136.68,8.43259
136.69,8.27508
136.7,8.11628
136.71,7.95659
136.72,7.79636
136.73,7.6359
136.74,7.47548
136.75,7.31535
136.76,7.15576
136.77,6.99694
136.78,6.83916
136.79,6.68265
136.8,6.52765
136.81,6.37441
136.82,6.2233
136.83,6.07475
136.84,5.92925
136.85,5.78728
136.86,5.64925
136.87,5.51562
136.88,5.38681
136.89,5.26325
136.9,5.14534
136.91,5.03344
136.92,4.92787
136.93,4.82892
136.94,4.73685
136.95,4.65198
136.96,4.57457
136.97,4.5049
136.98,4.44323
136.99,4.38979
137,4.34472
137.01,4.30802
137.02,4.27963
137.03,4.25951
137.04,4.24763
137.05,4.24396
137.06,4.24847
137.07,4.26111
137.08,4.28184
137.09,4.31055
137.1,4.34712
137.11,4.39134
137.12,4.44305
137.13,4.50209
137.14,4.56829
137.15,4.64149
137.16,4.72152
137.17,4.80821
137.18,4.90135
137.19,5.00065
137.2,5.10581
137.21,5.21653
137.22,5.33251
137.23,5.45346
137.24,5.57911
137.25,5.70916
137.26,5.84335
137.27,5.98141
137.28,6.1231
137.29,6.26818
137.3,6.41641
137.31,6.56756
137.32,6.7214
137.33,6.87771
137.34,7.03627
137.35,7.19686
137.36,7.35922
137.37,7.52312
137.38,7.68828
137.39,7.85444
137.4,8.02133
137.41,8.1887
137.42,8.35631
137.43,8.5239
137.44,8.69124
137.45,8.85812
137.46,9.02436
137.47,9.18982
137.48,9.35437
137.49,9.51786
137.5,9.68016
137.51,9.84113
137.52,10.00063
137.53,10.15851
137.54,10.31459
137.55,10.46858
137.56,10.62015
137.57,10.76893
137.58,10.9146
137.59,11.05684
137.6,11.19534
137.61,11.32978
137.62,11.45984
137.63,11.5852
137.64,11.7055
137.65,11.82035
137.66,11.92936
137.67,12.03217
137.68,12.1284
137.69,12.2177
137.7,12.29972
137.71,12.37411
137.72,12.44053
137.73,12.49869
137.74,12.54828
137.75,12.58902
137.76,12.62062
137.77,12.64281
137.78,12.65532
137.79,12.65787
137.8,12.65022
137.81,12.63208
137.82,12.60316
137.83,12.56315
137.84,12.51173
137.85,12.44859
137.86,12.37346
137.87,12.28602
137.88,12.18601
137.89,12.07314
137.9,11.94719
137.91,11.808
137.92,11.65548
137.93,11.48958
137.94,11.31022
137.95,11.11732
137.96,10.91082
137.97,10.69066
137.98,10.45679
